"full_name","ad","tp_cal","e","q","i","om","w","per_y","class","data_arc","condition_code","n_obs_used","two_body","A1","A2","A3","DT","name","epoch","epoch_cal","a","moid","moid_ld","first_obs","last_obs"
"   73P/Schwassmann-Wachmann 3-AK",5.18,2006-06-08.3,0.6934,0.938,11.43,69.38,199.33,5.35,JFc,11,9,12,,,,,,Schwassmann-Wachmann,2453839.5,2006-04-14.0,3.058,0.0403,15.7,2006-04-08,2006-04-19
"   73P/Schwassmann-Wachmann 3-AL",5.32,2006-06-08.4,0.6998,0.939,11.44,69.98,198.72,5.53,JFc,14,9,15,,,,,,Schwassmann-Wachmann,2453839.5,2006-04-14.0,3.128,0.0409,15.9,2006-04-07,2006-04-21
"   73P/Schwassmann-Wachmann 3-AM",5.14,2006-06-08.2,0.6934,0.931,11.54,68.12,201.09,5.29,JFc,2,9,12,,,,,,Schwassmann-Wachmann,2453839.5,2006-04-14.0,3.036,0.0409,15.9,2006-04-07,2006-04-09
"   73P/Schwassmann-Wachmann 3-AN",5.21,2006-06-08.3,0.6948,0.939,11.41,69.89,198.80,5.4,JFc,18,8,43,,,,,,Schwassmann-Wachmann,2453839.5,2006-04-14.0,3.076,0.0406,15.8,2006-04-11,2006-04-29
"   73P/Schwassmann-Wachmann 3-AO",5.20,2006-06-07.8,0.6938,0.941,11.33,70.39,198.17,5.38,JFc,2,9,19,,,,,,Schwassmann-Wachmann,2453839.5,2006-04-14.0,3.072,0.0407,15.9,2006-04-18,2006-04-20
"   73P/Schwassmann-Wachmann 3-AP",5.35,2006-06-06.6,0.7014,0.939,11.47,69.97,198.74,5.58,JFc,15,8,95,,,,,,Schwassmann-Wachmann,2453856.5,2006-05-01.0,3.144,0.041,16,2006-04-18,2006-05-03
"   73P/Schwassmann-Wachmann 3-AQ",5.24,2006-06-07.9,0.6959,0.939,11.41,69.92,198.77,5.43,JFc,27,7,185,,,,,,Schwassmann-Wachmann,2453856.5,2006-05-01.0,3.088,0.0408,15.9,2006-04-17,2006-05-14
"   73P/Schwassmann-Wachmann 3-AR",5.24,2006-06-06.8,0.6958,0.939,11.41,69.97,198.71,5.43,JFc,14,9,15,,,,,,Schwassmann-Wachmann,2453839.5,2006-04-14.0,3.087,0.0406,15.8,2006-04-07,2006-04-21
"   73P/Schwassmann-Wachmann 3-AS",5.34,2006-06-06.2,0.7011,0.939,11.46,69.98,198.72,5.57,JFc,12,8,36,,,,,,Schwassmann-Wachmann,2453852.5,2006-04-27.0,3.141,0.0411,16,2006-04-20,2006-05-02
"   73P/Schwassmann-Wachmann 3-AT",5.06,2006-06-06.2,0.6869,0.940,11.33,69.85,198.81,5.2,JFc,21,8,25,,,,,,Schwassmann-Wachmann,2453839.5,2006-04-14.0,3.001,0.0402,15.6,2006-04-07,2006-04-28
"   73P/Schwassmann-Wachmann 3-AU",5.18,2006-06-08.0,0.6928,0.939,11.38,69.91,198.76,5.35,JFc,30,8,12,,,,,,Schwassmann-Wachmann,2453839.5,2006-04-14.0,3.058,0.0405,15.8,2006-03-29,2006-04-28
"   73P/Schwassmann-Wachmann 3-AV",5.19,2006-06-06.4,0.6934,0.939,11.40,69.87,198.86,5.36,JFc,19,8,9,,,,,,Schwassmann-Wachmann,2453839.5,2006-04-14.0,3.062,0.0405,15.8,2006-04-02,2006-04-21
"   73P/Schwassmann-Wachmann 3-AW",4.41,2006-06-08.1,0.6482,0.942,10.98,69.48,199.09,4.38,ETc,7,9,29,,,,,,Schwassmann-Wachmann,2453846.5,2006-04-21.0,2.678,0.0387,15.1,2006-04-19,2006-04-26
"   73P/Schwassmann-Wachmann 3-AX",5.16,2006-06-09.4,0.6925,0.938,11.43,69.47,199.25,5.33,JFc,2,9,16,,,,,,Schwassmann-Wachmann,2453839.5,2006-04-14.0,3.05,0.0403,15.7,2006-04-19,2006-04-21
"   73P/Schwassmann-Wachmann 3-AY",4.66,2006-06-08.9,0.6640,0.941,11.13,69.59,199.02,4.69,JFc,7,9,27,,,,,,Schwassmann-Wachmann,2453846.5,2006-04-21.0,2.8,0.0394,15.3,2006-04-19,2006-04-26
"   73P/Schwassmann-Wachmann 3-AZ",4.35,2006-06-07.0,0.6441,0.942,10.93,69.50,199.04,4.31,ETc,7,9,11,,,,,,Schwassmann-Wachmann,2453847.5,2006-04-22.0,2.647,0.0386,15,2006-04-19,2006-04-26
"   73P/Schwassmann-Wachmann 3-BA",4.98,2006-06-06.5,0.6824,0.940,11.27,69.92,198.69,5.09,JFc,7,9,14,,,,,,Schwassmann-Wachmann,2453839.5,2006-04-14.0,2.961,0.0401,15.6,2006-04-19,2006-04-26
"   73P/Schwassmann-Wachmann 3-BB",4.99,2006-06-07.0,0.6824,0.942,11.19,70.47,197.93,5.11,JFc,2,9,15,,,,,,Schwassmann-Wachmann,2453839.5,2006-04-14.0,2.968,0.0401,15.6,2006-04-19,2006-04-21
"   73P/Schwassmann-Wachmann 3-BC",5.33,2006-06-06.6,0.7005,0.939,11.46,69.96,198.75,5.55,JFc,11,8,63,,,,,,Schwassmann-Wachmann,2453856.5,2006-05-01.0,3.134,0.041,15.9,2006-04-25,2006-05-06
"   73P/Schwassmann-Wachmann 3-BD",5.01,2006-06-06.1,0.6824,0.946,10.97,71.42,196.46,5.14,JFc,6,9,8,,,,,,Schwassmann-Wachmann,2453839.5,2006-04-14.0,2.979,0.0404,15.7,2006-04-20,2006-04-26
"   73P/Schwassmann-Wachmann 3-BE",4.98,2006-06-06.9,0.6824,0.939,11.32,69.69,199.00,5.09,JFc,5,9,16,,,,,,Schwassmann-Wachmann,2453839.5,2006-04-14.0,2.958,0.04,15.6,2006-04-21,2006-04-26
"   73P/Schwassmann-Wachmann 3-BF",5.04,2006-06-07.0,0.6857,0.940,11.32,69.83,198.81,5.17,JFc,11,8,13,,,,,,Schwassmann-Wachmann,2453856.5,2006-05-01.0,2.989,0.0404,15.7,2006-04-20,2006-05-01
"   73P/Schwassmann-Wachmann 3-BG",5.02,2006-06-08.8,0.6848,0.939,11.32,69.72,198.95,5.14,JFc,7,9,11,,,,,,Schwassmann-Wachmann,2453839.5,2006-04-14.0,2.98,0.0401,15.6,2006-04-19,2006-04-26
"   73P/Schwassmann-Wachmann 3-BH",4.98,2006-06-08.6,0.6824,0.940,11.29,69.80,198.84,5.09,JFc,6,9,9,,,,,,Schwassmann-Wachmann,2453839.5,2006-04-14.0,2.959,0.04,15.6,2006-04-20,2006-04-26
"   73P/Schwassmann-Wachmann 3-BI",4.98,2006-06-08.7,0.6825,0.940,11.30,69.75,198.91,5.09,JFc,7,9,23,,,,,,Schwassmann-Wachmann,2453856.5,2006-05-01.0,2.96,0.0401,15.6,2006-04-25,2006-05-02
"   73P/Schwassmann-Wachmann 3-BJ",5.14,2006-06-08.6,0.6911,0.939,11.37,69.88,198.80,5.3,JFc,8,9,13,,,,,,Schwassmann-Wachmann,2453839.5,2006-04-14.0,3.041,0.0405,15.7,2006-04-18,2006-04-26
"   73P/Schwassmann-Wachmann 3-BK",5.15,2006-06-08.8,0.6915,0.939,11.37,69.90,198.78,5.31,JFc,11,9,14,,,,,,Schwassmann-Wachmann,2453839.5,2006-04-14.0,3.045,0.0405,15.8,2006-04-20,2006-05-01
"   73P/Schwassmann-Wachmann 3-BL",5.24,2006-06-08.8,0.6962,0.939,11.41,69.97,198.70,5.44,JFc,6,9,9,,,,,,Schwassmann-Wachmann,2453839.5,2006-04-14.0,3.091,0.0407,15.9,2006-04-20,2006-04-26
"   73P/Schwassmann-Wachmann 3-BM",4.98,2006-06-09.0,0.6824,0.940,11.29,69.78,198.86,5.09,JFc,6,9,13,,,,,,Schwassmann-Wachmann,2453839.5,2006-04-14.0,2.959,0.04,15.6,2006-04-20,2006-04-26
"   73P/Schwassmann-Wachmann 3-BN",5.15,2006-06-08.2,0.6918,0.939,11.38,69.88,198.79,5.32,JFc,6,9,31,,,,,,Schwassmann-Wachmann,2453856.5,2006-05-01.0,3.047,0.0406,15.8,2006-05-02,2006-05-08
"   73P/Schwassmann-Wachmann 3-BO",5.16,2006-06-08.2,0.6918,0.939,11.38,69.89,198.77,5.32,JFc,21,7,28,,,,,,Schwassmann-Wachmann,2453856.5,2006-05-01.0,3.048,0.0407,15.8,2006-04-20,2006-05-11
"   73P/Schwassmann-Wachmann 3-BP",4.98,2006-06-08.3,0.6825,0.940,11.29,69.81,198.85,5.09,JFc,8,9,32,,,,,,Schwassmann-Wachmann,2453856.5,2006-05-01.0,2.96,0.0402,15.6,2006-04-27,2006-05-05
"   73P/Schwassmann-Wachmann 3-BQ",5.17,2006-06-08.3,0.6925,0.939,11.39,69.87,198.82,5.34,JFc,7,9,25,,,,,,Schwassmann-Wachmann,2453856.5,2006-05-01.0,3.054,0.0406,15.8,2006-04-25,2006-05-02
"   73P/Schwassmann-Wachmann 3-BR",5.03,2006-06-06.2,0.6852,0.940,11.32,69.83,198.84,5.16,JFc,28,8,20,,,,,,Schwassmann-Wachmann,2453856.5,2006-05-01.0,2.984,0.0403,15.7,2006-04-07,2006-05-05
"   73P/Schwassmann-Wachmann 3-BS",5.29,2006-06-05.7,0.6986,0.939,11.44,69.94,198.77,5.5,JFc,12,9,12,,,,,,Schwassmann-Wachmann,2453856.5,2006-05-01.0,3.115,0.0408,15.9,2006-04-20,2006-05-02
"   73P/Schwassmann-Wachmann 3-BT",5.21,2017-03-16.8,0.6856,0.972,11.24,69.66,199.35,5.44,JFc,250,6,353,,-1.1e-07,3.1e-08,,,Schwassmann-Wachmann,2457821.5,2017-03-09.0,3.092,0.0143,5.55,2017-02-10,2017-10-18
"   73P/Schwassmann-Wachmann 3-BU",4.82,2022-08-24.8,0.6677,0.960,11.05,70.74,199.85,4.91,JFc,7,9,15,,,,,,Schwassmann-Wachmann,2459786.5,2022-07-26.0,2.888,0.0236,9.2,2022-07-23,2022-07-30
"   73P/Schwassmann-Wachmann 3-BV",5.29,2022-08-24.9,0.6892,0.974,11.24,69.52,199.39,5.55,JFc,22,8,15,,,,,,Schwassmann-Wachmann,2459790.5,2022-07-30.0,3.134,0.0136,5.29,2022-07-23,2022-08-14
"   73P/Schwassmann-Wachmann 3-BW",8.00,2022-08-25.4,0.7778,1.001,11.61,67.33,198.68,9.55,JFc,4,9,12,,,,,,Schwassmann-Wachmann,2459806.5,2022-08-15.0,4.502,0.00926,3.6,2022-08-13,2022-08-17
"   73P/Schwassmann-Wachmann 3-BX",5.26,2022-08-25.3,0.6873,0.974,11.26,69.49,199.38,5.5,JFc,10,8,38,,,,,,Schwassmann-Wachmann,2459808.5,2022-08-17.0,3.116,0.0125,4.85,2022-08-13,2022-08-23
"   73P/Schwassmann-Wachmann 3-BY",5.10,2022-08-24.2,0.6799,0.971,11.20,69.77,199.46,5.28,JFc,5,9,25,,,,,,Schwassmann-Wachmann,2459807.5,2022-08-16.0,3.034,0.0148,5.77,2022-08-14,2022-08-19
"   74P/Smirnova-Chernykh",4.78,2009-07-26.7,0.1478,3.550,6.65,77.08,86.57,8.5,ETc,10113,0,5979,,2.1e-07,-9.5e-08,,,Smirnova-Chernykh,2456286.5,2012-12-25.0,4.165,2.57,999,1997-07-14,2025-03-22
"   75D/Kohoutek",5.30,1994-06-29.8,0.4963,1.785,5.91,269.69,175.80,6.67,JFc,4784,,81,,4.0e-08,8.7e-09,,,Kohoutek,2449520.5,1994-06-17.0,3.543,0.801,312,1975-02-09,1988-03-16
"   76P/West-Kohoutek-Ikemura",5.34,2013-05-08.0,0.5384,1.602,30.48,84.11,0.05,6.47,JFc,9743,0,1156,,4.3e-10,-1.7e-10,,,West-Kohoutek-Ikemura,2455628.5,2011-03-08.0,3.471,0.617,240,1993-07-20,2020-03-23
"   77P/Longmore",4.89,2016-05-14.4,0.3542,2.333,24.34,14.89,196.95,6.87,JFc,17972,0,2610,,7.6e-10,-4.9e-10,6.9e-10,,Longmore,2456664.5,2014-01-07.0,3.613,1.34,521,1975-08-11,2024-10-24
"   78P/Gehrels 2",5.46,2012-01-11.9,0.4616,2.012,6.25,210.56,192.75,7.22,JFc,5181,0,5480,,-3.5e-09,-9.1e-10,,,Gehrels,2457049.5,2015-01-27.0,3.737,1.02,397,2011-05-03,2025-07-09
"   79P/du Toit-Hartley",4.83,2008-05-28.4,0.5941,1.231,2.89,307.84,253.27,5.28,JFc,9595,1,215,,-4.0e-10,-6.7e-13,,,"du Toit-Hartley",2454391.5,2007-10-18.0,3.031,0.234,91.1,1986-12-27,2013-04-04
"   79P/du Toit-Hartley-A",4.81,1982-03-30.4,0.6023,1.195,2.94,309.38,251.57,5.21,JFc,138,6,28,,,,,,"du Toit-Hartley",2445044.5,1982-03-16.0,3.004,0.2,77.7,1982-02-05,1982-06-23
"   79P/du Toit-Hartley-B",4.77,1982-03-30.9,0.5996,1.194,2.94,309.31,251.72,5.15,JFc,23,9,17,,,,,,"du Toit-Hartley",2445018.5,1982-02-18.0,2.981,0.198,77.2,1982-02-05,1982-02-28
"   80P/Peters-Hartley",6.44,2014-11-10.2,0.5994,1.612,29.93,259.84,339.17,8.07,JFc,15016,0,179,,1.0e-08,-7.9e-10,-5.5e-10,,Peters-Hartley,2457856.5,2017-04-13.0,4.023,0.619,241,1982-07-11,2023-08-21
"   81P/Wild 2",5.30,2022-12-15.7,0.5374,1.596,3.24,136.11,41.73,6.41,JFc,3613,0,2795,,2.8e-09,3.1e-10,-1.0e-09,-127,Wild,2458808.5,2019-11-21.0,3.45,0.602,234,2014-10-17,2024-09-07
"   82P/Gehrels 3",4.65,2001-08-30.2,0.1233,3.626,1.13,239.59,227.50,8.41,ETc,16277,0,143,,,2.9e-11,,,Gehrels,2452484.5,2002-07-29.0,4.135,2.64,1.03e+03,1975-10-27,2020-05-20
"   83D/Russell 1",5.06,1985-07-05.2,0.5172,1.612,22.66,230.84,0.38,6.1,JFc,2302,1,20,,,,,,Russell,2446240.5,1985-06-24.0,3.338,0.601,234,1979-02-27,1985-06-17
"   84P/Giclas",5.44,2013-07-23.0,0.4945,1.840,7.28,112.39,276.40,6.95,JFc,15537,0,1745,,5.7e-10,-2.3e-11,,,Giclas,2455894.5,2011-11-29.0,3.641,0.862,335,1978-09-03,2021-03-18
"   85D/Boethin",9.24,2008-12-12.7,0.7812,1.135,4.30,359.40,37.62,11.8,JFc,4042,8,51,,0.0e+00,0.0e+00,,,Boethin,2454252.5,2007-06-01.0,5.185,0.15,58.3,1975-02-05,1986-03-01
"   86P/Wild 3",4.95,2015-04-03.4,0.3722,2.264,15.47,72.39,179.19,6.85,JFc,5193,1,32,,,,,,Wild,2457683.5,2016-10-22.0,3.605,1.25,486,2008-06-03,2022-08-22
"   87P/Bus",4.78,2013-12-19.9,0.3893,2.101,2.60,181.89,24.76,6.38,ETc,7602,1,667,,1.3e-08,-2.0e-09,5.9e-09,,Bus,2457467.5,2016-03-20.0,3.441,1.1,427,1999-11-13,2020-09-05
"   88P/Howell",4.86,2020-09-26.6,0.5641,1.354,4.38,56.69,235.88,5.47,JFc,4164,0,3007,,8.2e-09,-5.4e-10,-1.3e-09,24.7,Howell,2458552.5,2019-03-10.0,3.106,0.345,134,2014-01-29,2025-06-24
"   89P/Russell 2",5.28,2016-12-14.6,0.4080,2.221,12.08,41.45,250.14,7.26,JFc,16216,0,645,,8.1e-09,-3.5e-10,-3.9e-10,,Russell,2457560.5,2016-06-21.0,3.751,1.24,482,1980-08-09,2025-01-01
"   90P/Gehrels 1",9.16,2017-06-19.2,0.5098,2.975,9.64,13.25,29.27,15,JFc,6092,2,577,,2.4e-07,3.4e-07,,,Gehrels,2457800.5,2017-02-16.0,6.069,1.99,774,2001-08-10,2018-04-15
"   91P/Russell 3",5.18,2005-06-27.0,0.3302,2.606,14.09,247.90,354.87,7.67,JFc,9051,0,337,,,1.5e-09,,,Russell,2454575.5,2008-04-19.0,3.89,1.59,620,1996-11-18,2021-08-30
"   92P/Sanguin",8.89,2015-03-01.1,0.6593,1.825,19.44,181.46,163.79,12.4,JFc,13943,0,919,,3.7e-09,-8.4e-11,-2.0e-09,,Sanguin,2457375.5,2015-12-19.0,5.358,0.826,321,1977-09-13,2015-11-16
"   93P/Lovas 1",7.08,2017-03-01.4,0.6127,1.700,12.20,339.63,74.90,9.2,JFc,16282,1,3404,,4.3e-10,-5.0e-11,,,Lovas,2457800.5,2017-02-16.0,4.389,0.759,295,1980-12-05,2025-07-04
"   94P/Russell 4",4.79,2016-10-27.8,0.3641,2.233,6.18,70.90,92.68,6.58,ETc,26937,0,2175,,1.6e-10,1.5e-11,,,Russell,2456735.5,2014-03-19.0,3.511,1.25,487,1950-05-10,2024-02-08
"   96P/Machholz 1",5.95,2017-10-27.9,0.9592,0.124,58.14,94.25,14.79,5.29,JFC,4468,0,669,,2.7e-10,-2.4e-12,1.0e-10,,Machholz,2457961.5,2017-07-27.0,3.035,0.333,130,2012-04-20,2024-07-14
"   97P/Metcalf-Brewington",6.99,2022-02-20.6,0.4569,2.607,17.86,185.17,228.22,10.5,JFc,7819,1,391,,-4.0e-08,-1.3e-08,,,Metcalf-Brewington,2457856.5,2017-04-13.0,4.8,1.66,644,2000-09-01,2022-01-28
"   98P/Takamizawa",5.94,2013-08-05.4,0.5606,1.672,10.55,114.75,157.95,7.42,JFc,5528,0,558,,1.4e-10,7.0e-10,,,Takamizawa,2455915.5,2011-12-20.0,3.806,0.66,257,2006-03-24,2021-05-12
"   99P/Kowal 1",7.54,2022-04-08.3,0.2297,4.726,4.34,28.18,174.19,15.2,JFc,17259,0,1698,,,,,,Kowal,2457020.5,2014-12-29.0,6.135,3.72,1.45e+03,1977-04-24,2024-07-25
"  100P/Hartley 1",4.85,2016-04-02.0,0.4138,2.010,25.58,37.77,181.88,6.35,JFc,13577,0,637,,2.1e-09,-9.6e-11,-6.5e-10,,Hartley,2457108.5,2015-03-27.0,3.428,1,390,1985-06-13,2022-08-15
"  101P/Chernykh",9.24,2020-01-07.7,0.5977,2.326,5.03,116.59,277.43,13.9,JFc,6078,0,1211,,1.5e-07,2.4e-09,,,Chernykh,2456943.5,2014-10-13.0,5.782,1.34,521,2005-07-10,2022-03-01
"  101P/Chernykh-B",9.25,2005-12-24.3,0.5947,2.351,5.08,130.23,263.19,14,JFc,109,6,98,,,,,,Chernykh,2453733.5,2005-12-29.0,5.8,1.36,530,2005-11-30,2006-03-19
"  102P/Shoemaker 1",5.50,2013-09-01.1,0.4732,1.969,26.24,339.87,18.74,7.22,JFc,5645,1,392,,-5.3e-09,-1.3e-09,,,Shoemaker,2456078.5,2012-05-31.0,3.737,0.976,380,2006-07-24,2022-01-06
"  103P/Hartley 2",5.89,2017-04-20.4,0.6936,1.065,13.60,219.74,181.32,6.48,JFc,6202,0,8768,,1.4e-09,1.5e-10,1.8e-10,12.2,Hartley,2457152.5,2015-05-10.0,3.476,0.0732,28.5,2008-05-05,2025-04-28
"  104P/Kowal 2",5.34,2022-01-11.6,0.6655,1.073,5.70,207.21,227.25,5.74,JFc,2351,2,1551,,2.2e-08,-7.2e-09,-2.2e-10,49.5,Kowal,2459486.5,2021-09-29.0,3.208,0.111,43.3,2016-01-04,2022-06-12
"  105P/Singer Brewster",4.89,2012-02-26.1,0.4091,2.051,9.17,192.42,46.65,6.47,JFc,14307,0,820,,,-6.8e-10,,,"Singer Brewster",2456204.5,2012-10-04.0,3.471,1.05,410,1986-05-03,2025-07-04
"  106P/Schuster",5.97,2014-07-20.4,0.5895,1.541,20.20,50.33,355.98,7.27,JFc,16272,0,745,,7.9e-10,9.1e-11,,,Schuster,2457493.5,2016-04-15.0,3.754,0.551,214,1977-09-05,2022-03-25
"  108P/Ciffreo",5.76,2021-10-11.2,0.5810,1.526,13.98,52.40,356.86,6.95,JFc,2839,0,2301,,,,,,Ciffreo,2458257.5,2018-05-19.0,3.642,0.535,208,2014-06-17,2022-03-26
"  109P/Swift-Tuttle",51.22,1992-12-11.9,0.9632,0.960,113.45,139.38,152.98,133,HTC,94131,0,652,,,,,,Swift-Tuttle,2450000.5,1995-10-10.0,26.09,0.000892,0.347,1737-07-08,1995-03-29
"  110P/Hartley 3",4.74,2014-12-16.6,0.3163,2.464,11.70,287.53,167.40,6.84,JFc,3562,0,2416,,,2.8e-09,,,Hartley,2458246.5,2018-05-08.0,3.604,1.48,577,2013-08-11,2023-05-13
"  111P/Helin-Roman-Crockett",4.62,2013-01-30.6,0.1096,3.704,4.23,89.79,3.38,8.49,ETc,8753,1,137,,,-1.1e-07,,,Helin-Roman-Crockett,2456320.5,2013-01-28.0,4.16,2.72,1.06e+03,1989-01-03,2012-12-21
"  112P/Urata-Niijima",5.61,2013-06-24.5,0.5875,1.459,24.20,31.93,21.35,6.65,JFc,12257,0,617,,,6.4e-11,,,Urata-Niijima,2455471.5,2010-10-02.0,3.536,0.485,189,1986-10-04,2020-04-25
"  113P/Spitaler",5.24,2015-04-23.7,0.4245,2.119,5.78,14.39,50.03,7.07,JFc,48361,0,879,,,-3.6e-11,,,Spitaler,2457229.5,2015-07-26.0,3.682,1.14,443,1890-11-17,2023-04-15
"  114P/Wiseman-Skiff",5.51,2020-01-14.2,0.5545,1.579,18.27,271.06,172.84,6.67,JFc,5046,0,1860,,,,,,Wiseman-Skiff,2458217.5,2018-04-09.0,3.545,0.597,232,2006-07-21,2020-05-14
"  115P/Maury",6.48,2011-10-05.0,0.5183,2.057,11.67,176.08,121.11,8.83,JFc,12929,0,1382,,6.1e-09,-3.0e-10,,,Maury,2456992.5,2014-12-01.0,4.271,1.07,417,1985-08-16,2021-01-08
"  116P/Wild 4",4.78,2016-01-11.5,0.3723,2.187,3.61,20.99,173.31,6.5,ETc,5832,0,4667,,1.7e-08,-1.7e-09,6.1e-09,,Wild,2457494.5,2016-04-16.0,3.484,1.19,462,2007-10-16,2023-10-04
"  117P/Helin-Roman-Alu 1",5.13,2022-07-06.5,0.2551,3.048,8.70,58.88,222.50,8.28,JFc,5234,0,4892,,2.3e-07,1.2e-07,4.1e-08,-106,Helin-Roman-Alu,2458283.5,2018-06-14.0,4.091,2.04,793,2010-11-03,2025-03-03
"  118P/Shoemaker-Levy 4",4.89,2022-11-22.9,0.4551,1.831,10.09,142.11,314.44,6.16,JFc,3212,1,1768,,-2.4e-09,2.5e-09,1.0e-09,,Shoemaker-Levy,2459387.5,2021-06-22.0,3.361,0.865,337,2015-08-15,2024-05-31
"  119P/Parker-Hartley",5.57,2014-04-03.9,0.2959,3.024,5.18,243.68,181.86,8.9,JFc,13734,0,3237,,-2.2e-08,8.9e-09,2.5e-09,-133,Parker-Hartley,2457254.5,2015-08-20.0,4.295,2.04,793,1986-09-29,2024-05-06
"  120P/Mueller 1",5.53,2004-09-29.4,0.3365,2.744,8.79,4.44,30.01,8.41,JFc,12471,0,147,,-2.6e-08,-1.6e-09,,,Mueller,2454349.5,2007-09-06.0,4.136,1.75,682,1987-10-18,2021-12-09
"  121P/Shoemaker-Holt 2",5.44,2004-03-07.1,0.2065,3.578,20.82,96.01,18.11,9.58,JFc,13225,0,769,,,,,,Shoemaker-Holt,2454676.5,2008-07-29.0,4.51,2.6,1.01e+03,1989-03-04,2025-05-19
"  122P/de Vico",34.70,1995-10-06.0,0.9627,0.659,85.38,79.62,13.00,74.3,HTC,54902,0,294,,,,,,"de Vico",2450280.5,1996-07-16.0,17.68,0.317,123,1846-03-02,1996-06-25
"  123P/West-Hartley",5.59,2019-02-04.3,0.4493,2.126,15.35,46.53,102.92,7.59,JFc,3248,0,3125,,-2.8e-09,9.2e-09,,,West-Hartley,2457284.5,2015-09-19.0,3.861,1.2,466,2010-09-12,2019-08-04
"  124P/Mrkos",4.99,2014-04-09.6,0.5039,1.645,31.53,0.41,183.71,6.04,JFc,12279,0,2938,,,-1.2e-11,,,Mrkos,2456826.5,2014-06-18.0,3.316,0.65,253,1991-03-15,2024-10-26
"  125P/Spacewatch",4.73,2013-02-17.0,0.5127,1.523,9.99,153.20,87.15,5.53,JFc,12097,0,1297,,,7.1e-11,,,Spacewatch,2457245.5,2015-08-11.0,3.126,0.554,216,1991-09-08,2024-10-21
"  126P/IRAS",9.57,2023-07-05.3,0.6963,1.713,45.87,357.86,356.52,13.4,JFC,10052,0,1714,,,-5.3e-10,,,IRAS,2459361.5,2021-05-27.0,5.64,0.711,277,1996-08-08,2024-02-15
"  127P/Holt-Olmstead",4.70,2016-03-17.8,0.3607,2.206,14.30,13.65,6.71,6.41,JFc,5004,0,909,,,,,,Holt-Olmstead,2457267.5,2015-09-02.0,3.451,1.21,470,2009-06-03,2023-02-14
"  128P/Shoemaker-Holt 1",5.96,2017-01-10.1,0.3220,3.054,4.36,214.34,210.50,9.56,JFc,4229,0,699,,,,,,Shoemaker-Holt,2456670.5,2014-01-13.0,4.505,2.07,805,2006-08-22,2018-03-21
"  128P/Shoemaker-Holt 1-A",6.08,2017-05-06.6,0.3341,3.035,4.35,214.40,210.57,9.73,JFc,79,8,15,,,,,,Shoemaker-Holt,2457600.5,2016-07-31.0,4.557,2.05,797,1996-09-16,1996-12-04
"  128P/Shoemaker-Holt 1-B",5.93,1997-11-20.2,0.3213,3.047,4.36,214.53,210.22,9.51,JFc,942,3,236,,,,,,Shoemaker-Holt,2450726.5,1997-10-05.0,4.489,2.06,802,1996-09-16,1999-04-16
"  129P/Shoemaker-Levy 3",4.69,2014-02-10.1,0.0906,3.914,3.43,185.16,309.13,8.93,ETc,8240,1,720,,1.2e-09,-2.6e-10,,,Shoemaker-Levy,2456480.5,2013-07-07.0,4.304,2.93,1.14e+03,2002-11-04,2025-05-27
"  130P/McNaught-Hughes",4.94,2018-01-21.7,0.4608,1.824,6.07,70.26,245.91,6.22,JFc,12210,0,2362,,,2.3e-11,,,McNaught-Hughes,2458173.5,2018-02-24.0,3.382,0.82,319,1991-09-14,2025-02-17
"  131P/Mueller 2",4.94,2012-01-07.8,0.3430,2.418,7.36,214.23,179.63,7.06,JFc,10729,0,745,,5.3e-09,-4.6e-10,-3.4e-10,,Mueller,2455485.5,2010-10-16.0,3.68,1.42,554,1990-09-15,2020-01-30
"  132P/Helin-Roman-Alu 2",6.08,2021-11-13.1,0.5647,1.692,5.38,174.00,216.35,7.66,JFc,2772,0,1323,,,,,,Helin-Roman-Alu,2459491.5,2021-10-04.0,3.886,0.7,272,2014-08-30,2022-04-02
"  134P/Kowal-Vavrova",9.89,2014-05-21.4,0.5872,2.572,4.35,202.12,18.56,15.5,JFc,11811,0,1061,,,1.6e-09,,,Kowal-Vavrova,2456476.5,2013-07-03.0,6.229,1.56,609,1983-05-08,2015-09-08
"  135P/Shoemaker-Levy 8",4.94,1999-12-10.5,0.2902,2.717,6.05,213.36,22.70,7.49,JFc,10987,1,115,,,,,,Shoemaker-Levy,2450500.5,1997-02-21.0,3.828,1.71,665,1992-03-30,2022-04-29
"  136P/Mueller 3",5.43,2016-05-31.3,0.2913,2.979,9.42,137.46,225.20,8.62,JFc,6370,0,592,,1.5e-07,6.8e-09,,,Mueller,2457233.5,2015-07-30.0,4.203,1.99,773,2007-07-16,2024-12-23
"  137P/Shoemaker-Levy 2",7.10,2018-12-14.0,0.5721,1.933,4.85,233.07,140.99,9.6,JFc,11171,0,1224,,,,,,Shoemaker-Levy,2457359.5,2015-12-03.0,4.518,0.937,365,1990-09-16,2021-04-17
"  138P/Shoemaker-Levy 7",5.55,2005-07-19.9,0.5295,1.707,10.08,309.44,95.65,6.91,JFc,9765,0,100,,,-9.7e-11,,,Shoemaker-Levy,2453612.5,2005-08-30.0,3.628,0.751,292,1991-11-13,2018-08-08
"  139P/Vaisala-Oterma",5.64,2008-04-20.4,0.2475,3.403,2.33,242.38,165.73,9.62,JFc,28975,0,546,,,,,,Vaisala-Oterma,2455516.5,2010-11-16.0,4.522,2.41,939,1939-10-07,2019-02-04
